,Symbol,Corp. Title,TSE URL,Group Name
173,واحیا,م .صنایع و معادن احیاء سپاهان (واحیا),http://tsetmc.com/Loader.aspx?ParTree=151311&i=17284166795866794,سرمايه گذاريها
174,تماوند,تامین سرمایه دماوند (تماوند),http://tsetmc.com/Loader.aspx?ParTree=151311&i=42256988946157416,فعاليتهاي كمكي به نهادهاي مالي واسط
175,شوینده,مدیریت صنعت شوینده ت.ص.بهشهر (شوینده),http://tsetmc.com/Loader.aspx?ParTree=151311&i=3493306453706327,محصولات شيميايي
176,تپمپی,پمپ‌ سازی‌ ایران‌ (تپمپی),http://tsetmc.com/Loader.aspx?ParTree=151311&i=43062880954780884,ماشين آلات و تجهيزات
177,شبهرنح,ح . نفت‌ بهران‌ (شبهرنح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=20300372560291314,فراورده هاي نفتي، كك و سوخت هسته اي
178,پرداخت,به پرداخت ملت (پرداخت),http://tsetmc.com/Loader.aspx?ParTree=151311&i=59607545337891226,رايانه و فعاليت‌هاي وابسته به آن
179,بایکا,کارخانجات کابلسازی ‌ایران‌ (بایکا),http://tsetmc.com/Loader.aspx?ParTree=151311&i=23891830829322971,ماشين آلات و دستگاه‌هاي برقي
180,سمایه,بانک سرمایه (سمایه),http://tsetmc.com/Loader.aspx?ParTree=151311&i=43913530989262989,بانكها و موسسات اعتباري
181,تشتاد,صنایع تولیدی اشتاد ایران‌ (تشتاد),http://tsetmc.com/Loader.aspx?ParTree=151311&i=66127247173352975,خودرو و ساخت قطعات
182,دکپسول,تولید ژلاتین کپسول ایران (دکپسول),http://tsetmc.com/Loader.aspx?ParTree=151311&i=52382684379473036,مواد و محصولات دارويي
183,سمگا,گروه سرمایه گذاری میراث فرهنگی (سمگا),http://tsetmc.com/Loader.aspx?ParTree=151311&i=46741025610365786,هتل و رستوران
184,وسدید,گروه ‌صنعتی‌سدید (وسدید),http://tsetmc.com/Loader.aspx?ParTree=151311&i=41713045190742691,فلزات اساسي
185,مدیریت,س. و خدمات مدیریت صند. ب کشوری (مدیریت),http://tsetmc.com/Loader.aspx?ParTree=151311&i=12490072956930435,سرمايه گذاريها
186,شپناح,ح . پالایش نفت اصفهان (شپناح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=70885929611298658,فراورده هاي نفتي، كك و سوخت هسته اي
187,وخارزمح,ح.سرمایه گذاری خوارزمی (وخارزمح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=27729386420118206,سرمايه گذاريها
188,کی بی سی,شرکت کی بی سی (کی بی سی),http://tsetmc.com/Loader.aspx?ParTree=151311&i=62977319271289925,مواد و محصولات دارويي
189,ولکار,لیزینگ کارآفرین (ولکار),http://tsetmc.com/Loader.aspx?ParTree=151311&i=61469668095573716,ساير واسطه گريهاي مالي
190,شجی,شرکت نفت جی (شجی),http://tsetmc.com/Loader.aspx?ParTree=151311&i=30007580613586002,فراورده هاي نفتي، كك و سوخت هسته اي
191,کگل,معدنی و صنعتی گل گهر (کگل),http://tsetmc.com/Loader.aspx?ParTree=151311&i=35700344742885862,استخراج كانه هاي فلزي
192,وشمال,س. چشم انداز توسعه شمال (وشمال),http://tsetmc.com/Loader.aspx?ParTree=151311&i=9761381741308262,سرمايه گذاريها
193,فبستم,صنایع ‌بسته‌بندی‌ مشهد (فبستم),http://tsetmc.com/Loader.aspx?ParTree=151311&i=4159532151694984,ساخت محصولات فلزي
194,افق,فروشگاههای زنجیره ای افق کوروش (افق),http://tsetmc.com/Loader.aspx?ParTree=151311&i=49502666250908008,خرده فروشي،باستثناي وسايل نقليه موتوري
195,فافق,صنایع مس افق کرمان (فافق),http://tsetmc.com/Loader.aspx?ParTree=151311&i=22424135367941584,فلزات اساسي
196,کترامح,ح . تولیدی‌ کاشی‌ تکسرام‌ (کترامح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=36019565007303075,كاشي و سراميك
197,حفاریح,ح . حفاری شمال (حفاریح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=43667708360002073,استخراج نفت گاز و خدمات جنبي جز اكتشاف
198,فمتال,پارس‌ متال‌ (فمتال),http://tsetmc.com/Loader.aspx?ParTree=151311&i=44571627722410412,فلزات اساسي
199,کصدف,کاشی صدف سرام استقلال آباده (کصدف),http://tsetmc.com/Loader.aspx?ParTree=151311&i=42696242981550091,كاشي و سراميك
200,کنیلو,کاشی نیلو (کنیلو),http://tsetmc.com/Loader.aspx?ParTree=151311&i=4687803927401790,كاشي و سراميك
201,غساساح,ح . ساسان‌ (غساساح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=40309575177709730,محصولات غذايي و آشاميدني به جز قند و شكر
202,کمنگنزح,ح . معادن‌منگنزایران‌ (کمنگنزح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=66630516232885208,استخراج كانه هاي فلزي
203,پاکشو,گروه صنعتی پاکشو (پاکشو),http://tsetmc.com/Loader.aspx?ParTree=151311&i=62786156501584862,محصولات شيميايي
204,بمپنا,تولید برق عسلویه  مپنا (بمپنا),http://tsetmc.com/Loader.aspx?ParTree=151311&i=39807886630843041,عرضه برق، گاز، بخاروآب گرم
205,قستانح,ح . قند قهستان‌ (قستانح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=71944697706421313,قند و شكر
206,قرنح,ح . پدیده شیمی قرن (قرنح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=32669817266382439,محصولات شيميايي
207,ثشاهدح,ح . سرمایه‌ گذاری‌ شاهد (ثشاهدح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=28593434160948209,انبوه سازي، املاك و مستغلات
208,حتاید,تایدواترخاورمیانه (حتاید),http://tsetmc.com/Loader.aspx?ParTree=151311&i=3722699128879020,حمل ونقل، انبارداري و ارتباطات
209,وتجارتح,ح . بانک تجارت (وتجارتح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=57027493672958737,بانكها و موسسات اعتباري
210,غنیلی,مجتمع تولیدی نیلی صنعت کرمان (غنیلی),http://tsetmc.com/Loader.aspx?ParTree=151311&i=21426277483799140,محصولات غذايي و آشاميدني به جز قند و شكر
211,وسهمدا,شرکت س استان همدان (وسهمدا),http://tsetmc.com/Loader.aspx?ParTree=151311&i=22318795784160675,سرمايه گذاريها
212,لطیف,محصولات کاغذی لطیف (لطیف),http://tsetmc.com/Loader.aspx?ParTree=151311&i=16422980660132735,محصولات كاغذي
213,شبصیر,تولیدات پتروشیمی قائد بصیر (شبصیر),http://tsetmc.com/Loader.aspx?ParTree=151311&i=68517032834363488,محصولات شيميايي
214,فاسمینح,ح . کالسیمین‌ (فاسمینح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=65614373112361128,فلزات اساسي
215,کایگچح,ح . ایران‌ گچ‌ (کایگچح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=51800153073527165,سيمان، آهك و گچ
216,ثمسکنح,ح . سرمایه‌گذاری‌ مسکن‌ (ثمسکنح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=28570444064425663,انبوه سازي، املاك و مستغلات
217,کحافظ,کاشی‌ وسرامیک‌ حافظ‌ (کحافظ),http://tsetmc.com/Loader.aspx?ParTree=151311&i=32257753560585502,كاشي و سراميك
218,وسرضوی,س.سهام عدالت استان خراسان رضوی (وسرضوی),http://tsetmc.com/Loader.aspx?ParTree=151311&i=51185499879934793,سرمايه گذاريها
219,کاصفاح,ح . صنایع کاشی اصفهان (کاصفاح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=38956170478957312,كاشي و سراميك
220,خکاوهح,ح . سایپا دیزل (خکاوهح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=51073428633906823,خودرو و ساخت قطعات
221,کساوه,صنایع‌ کاشی‌ و سرامیک‌ سینا (کساوه),http://tsetmc.com/Loader.aspx?ParTree=151311&i=25001509088465005,كاشي و سراميك
222,دیران,ایران‌دارو (دیران),http://tsetmc.com/Loader.aspx?ParTree=151311&i=69090868458637360,مواد و محصولات دارويي
223,کاذر,فرآورده‌های‌نسوزآذر (کاذر),http://tsetmc.com/Loader.aspx?ParTree=151311&i=49353447565507376,ساير محصولات كاني غيرفلزي
224,کالا,بورس کالای ایران (کالا),http://tsetmc.com/Loader.aspx?ParTree=151311&i=44549439964296944,فعاليتهاي كمكي به نهادهاي مالي واسط
225,لوتوسح,ح . تامین سرمایه لوتوس پارسیان (لوتوسح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=43455612336353491,فعاليتهاي كمكي به نهادهاي مالي واسط
226,فاذر,صنایع‌ آذرآب‌ (فاذر),http://tsetmc.com/Loader.aspx?ParTree=151311&i=38547060135156069,ساخت محصولات فلزي
227,لمخابرح,ح . ‌مخابراتی‌راه‌دورایران‌ (لمخابرح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=57462267975967417,ساخت دستگاه‌ها و وسايل ارتباطي
228,سیناد,صندوق س.سپهرسودمند سینا,http://tsetmc.com/Loader.aspx?ParTree=151311&i=31913287805282551,صندوق سرمايه گذاري قابل معامله
229,سایراح,ح . ایرانیت‌ (سایراح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=69885094622785625,ساير محصولات كاني غيرفلزي
230,ثفارس,عمران‌وتوسعه‌فارس‌ (ثفارس),http://tsetmc.com/Loader.aspx?ParTree=151311&i=30852391633490755,انبوه سازي، املاك و مستغلات
231,وسرمد,بیمه  سرمد (وسرمد),http://tsetmc.com/Loader.aspx?ParTree=151311&i=43291783149314349,بيمه وصندوق بازنشستگي به جزتامين اجتماعي
232,دابورح,ح . داروسازی‌ ابوریحان‌ (دابورح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=32679348534913643,مواد و محصولات دارويي
233,غشاذرح,ح . ‌پگاه‌آذربایجان‌غربی‌ (غشاذرح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=2705253775088582,محصولات غذايي و آشاميدني به جز قند و شكر
234,جم,پتروشیمی جم (جم),http://tsetmc.com/Loader.aspx?ParTree=151311&i=32357363984168442,محصولات شيميايي
235,تکشا,گسترش‌صنایع‌وخدمات‌کشاورزی‌ (تکشا),http://tsetmc.com/Loader.aspx?ParTree=151311&i=62258804563636993,ماشين آلات و تجهيزات
236,حکشتی,کشتیرانی جمهوری اسلامی ایران (حکشتی),http://tsetmc.com/Loader.aspx?ParTree=151311&i=60610861509165508,حمل ونقل، انبارداري و ارتباطات
237,ساروم,سیمان‌ارومیه‌ (ساروم),http://tsetmc.com/Loader.aspx?ParTree=151311&i=15949743338644220,سيمان، آهك و گچ
238,ثامان,سامان‌ گستراصفهان‌ (ثامان),http://tsetmc.com/Loader.aspx?ParTree=151311&i=66456062140680461,انبوه سازي، املاك و مستغلات
239,رتاپح,ح.تجارت الکترونیک پارسیان (رتاپح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=49613772749166261,رايانه و فعاليت‌هاي وابسته به آن
240,کساوهح,ح . صنایع‌ کاشی‌ وسرامیک‌ سینا (کساوهح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=13482565247432073,كاشي و سراميك
241,جمح,ح . پتروشیمی جم (جمح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=39154317701922264,محصولات شيميايي
242,فنورد,نوردوقطعات‌ فولادی‌ (فنورد),http://tsetmc.com/Loader.aspx?ParTree=151311&i=56324206651661881,فلزات اساسي
243,کپشیر,پشم‌شیشه‌ایران‌ (کپشیر),http://tsetmc.com/Loader.aspx?ParTree=151311&i=57639364758870873,ساير محصولات كاني غيرفلزي
244,سفارس,سیمان فارس و خوزستان (سفارس),http://tsetmc.com/Loader.aspx?ParTree=151311&i=15521712617204216,سيمان، آهك و گچ
245,های وب,داده گسترعصرنوین,http://tsetmc.com/Loader.aspx?ParTree=151311&i=43362635835198978,اطلاعات و ارتباطات
246,فباهنرح,ح . مس‌ شهیدباهنر (فباهنرح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=38101196401916411,فلزات اساسي
247,افران,صندوق س افرا نماد پایدار,http://tsetmc.com/Loader.aspx?ParTree=151311&i=3846143218462419,صندوق سرمايه گذاري قابل معامله
248,دلرح,ح . داروسازی‌ اکسیر (دلرح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=42538255636473499,مواد و محصولات دارويي
249,حریل,ریل پردازسیر (حریل),http://tsetmc.com/Loader.aspx?ParTree=151311&i=5564768007356822,حمل ونقل، انبارداري و ارتباطات
250,قنیشا,قند  نیشابور (قنیشا),http://tsetmc.com/Loader.aspx?ParTree=151311&i=63380098535169030,قند و شكر
251,بترانس,ایران‌ ترانسفو (بترانس),http://tsetmc.com/Loader.aspx?ParTree=151311&i=46752599569017089,ماشين آلات و دستگاه‌هاي برقي
252,پلاستح,ح.کارخانجات تولیدی پلاستیران (پلاستح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=18850167694315175,لاستيك و پلاستيك
253,هجرت,پخش هجرت (هجرت),http://tsetmc.com/Loader.aspx?ParTree=151311&i=5317427172344706,مواد و محصولات دارويي
254,مارون,پتروشیمی مارون (مارون),http://tsetmc.com/Loader.aspx?ParTree=151311&i=53449700212786324,محصولات شيميايي
255,خلیبل,مالیبل سایپا (خلیبل),http://tsetmc.com/Loader.aspx?ParTree=151311&i=50117925085549635,خودرو و ساخت قطعات
256,شخارکح,ح . پتروشیمی‌ خارک‌ (شخارکح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=67424359693542598,محصولات شيميايي
257,تراک,ماشین‌آلات صنعتی تراکتورسازی‌ (تراک),http://tsetmc.com/Loader.aspx?ParTree=151311&i=47682749782963302,ماشين آلات و تجهيزات
258,وغدیر,سرمایه‌گذاری‌غدیر(هلدینگ‌ (وغدیر),http://tsetmc.com/Loader.aspx?ParTree=151311&i=26014913469567886,شركتهاي چند رشته اي صنعتي
259,شلوان,رنگ پارس الوان (شلوان),http://tsetmc.com/Loader.aspx?ParTree=151311&i=14900251521017020,محصولات شيميايي
260,داراب,پتروشیمی داراب (داراب),http://tsetmc.com/Loader.aspx?ParTree=151311&i=27299841173245405,محصولات شيميايي
261,تکنوح,ح . تکنوتار (تکنوح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=21727652065573865,ماشين آلات و تجهيزات
